qualify_id,race_id,driver_id,constructor_id,number,position,q1,q2,q3,ingestion_date
3833,111,14,1,5,12,1:23.818,\N,\N,2023-08-19T22:56:02.814+05:30
3834,111,43,7,21,13,1:23.838,\N,\N,2023-08-19T22:56:02.814+05:30
3835,111,49,15,10,14,1:23.932,\N,\N,2023-08-19T22:56:02.814+05:30
3836,111,42,19,15,15,1:24.147,\N,\N,2023-08-19T22:56:02.814+05:30
3837,111,15,4,7,16,1:24.190,\N,\N,2023-08-19T22:56:02.814+05:30
3838,111,21,17,11,17,1:24.317,\N,\N,2023-08-19T22:56:02.814+05:30
3839,111,51,18,18,18,1:25.826,\N,\N,2023-08-19T22:56:02.814+05:30
3840,111,52,17,12,19,1:26.357,\N,\N,2023-08-19T22:56:02.814+05:30
3841,111,50,18,19,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
3842,112,30,6,1,1,1:17.762,\N,\N,2023-08-19T22:56:02.814+05:30
3843,112,22,6,2,2,1:18.020,\N,\N,2023-08-19T22:56:02.814+05:30
3844,112,4,4,8,3,1:18.233,\N,\N,2023-08-19T22:56:02.814+05:30
3845,112,15,4,7,4,1:18.615,\N,\N,2023-08-19T22:56:02.814+05:30
3846,112,18,16,17,5,1:18.704,\N,\N,2023-08-19T22:56:02.814+05:30
3847,112,44,7,20,6,1:18.811,\N,\N,2023-08-19T22:56:02.814+05:30
3848,112,23,3,4,7,1:19.006,\N,\N,2023-08-19T22:56:02.814+05:30
3849,112,14,1,5,8,1:19.128,\N,\N,2023-08-19T22:56:02.814+05:30
3850,112,31,3,3,9,1:19.377,\N,\N,2023-08-19T22:56:02.814+05:30
3851,112,49,15,10,10,1:19.427,\N,\N,2023-08-19T22:56:02.814+05:30
3852,112,35,16,16,11,1:19.563,\N,\N,2023-08-19T22:56:02.814+05:30
3853,112,17,19,14,12,1:19.615,\N,\N,2023-08-19T22:56:02.814+05:30
3854,112,43,7,21,13,1:19.623,\N,\N,2023-08-19T22:56:02.814+05:30
3855,112,2,15,9,14,1:19.646,\N,\N,2023-08-19T22:56:02.814+05:30
3856,112,52,17,12,15,1:20.215,\N,\N,2023-08-19T22:56:02.814+05:30
3857,112,42,19,15,16,1:20.308,\N,\N,2023-08-19T22:56:02.814+05:30
3858,112,21,17,11,17,1:20.976,\N,\N,2023-08-19T22:56:02.814+05:30
3859,112,51,18,18,18,1:22.104,\N,\N,2023-08-19T22:56:02.814+05:30
3860,112,50,18,19,19,1:22.237,\N,\N,2023-08-19T22:56:02.814+05:30
3861,112,8,1,6,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
3862,113,30,6,1,1,1:09.150,\N,\N,2023-08-19T22:56:02.814+05:30
3863,113,8,1,6,2,1:09.189,\N,\N,2023-08-19T22:56:02.814+05:30
3864,113,31,3,3,3,1:09.391,\N,\N,2023-08-19T22:56:02.814+05:30
3865,113,2,15,9,4,1:09.725,\N,\N,2023-08-19T22:56:02.814+05:30
3866,113,22,6,2,5,1:09.784,\N,\N,2023-08-19T22:56:02.814+05:30
3867,113,15,4,7,6,1:09.890,\N,\N,2023-08-19T22:56:02.814+05:30
3868,113,18,16,17,7,1:09.935,\N,\N,2023-08-19T22:56:02.814+05:30
3869,113,42,19,15,8,1:10.045,\N,\N,2023-08-19T22:56:02.814+05:30
3870,113,21,17,11,9,1:10.105,\N,\N,2023-08-19T22:56:02.814+05:30
3871,113,23,3,4,10,1:10.279,\N,\N,2023-08-19T22:56:02.814+05:30
3872,113,44,7,20,11,1:10.402,\N,\N,2023-08-19T22:56:02.814+05:30
3873,113,35,16,16,12,1:10.618,\N,\N,2023-08-19T22:56:02.814+05:30
3874,113,43,7,21,13,1:10.834,\N,\N,2023-08-19T22:56:02.814+05:30
3875,113,14,1,5,14,1:10.893,\N,\N,2023-08-19T22:56:02.814+05:30
3876,113,49,15,10,15,1:11.307,\N,\N,2023-08-19T22:56:02.814+05:30
3877,113,52,17,12,16,1:11.505,\N,\N,2023-08-19T22:56:02.814+05:30
3878,113,17,19,14,17,1:11.662,\N,\N,2023-08-19T22:56:02.814+05:30
3879,113,51,18,18,18,1:14.508,\N,\N,2023-08-19T22:56:02.814+05:30
3880,113,4,4,8,19,1:20.113,\N,\N,2023-08-19T22:56:02.814+05:30
3881,113,50,18,19,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
3882,114,23,3,4,1,1:15.259,"","",2023-08-19T22:56:02.814+05:30
3883,114,8,1,6,2,1:15.295,"","",2023-08-19T22:56:02.814+05:30
3884,114,31,3,3,3,1:15.415,"","",2023-08-19T22:56:02.814+05:30
3885,114,15,4,7,4,1:15.500,"","",2023-08-19T22:56:02.814+05:30
3886,114,30,6,1,5,1:15.644,"","",2023-08-19T22:56:02.814+05:30
3887,114,14,1,5,6,1:15.700,"","",2023-08-19T22:56:02.814+05:30
3888,114,22,6,2,7,1:15.820,"","",2023-08-19T22:56:02.814+05:30
3889,114,4,4,8,8,1:15.884,"","",2023-08-19T22:56:02.814+05:30
3890,114,17,19,14,9,1:16.237,"","",2023-08-19T22:56:02.814+05:30
3891,114,43,7,21,10,1:16.744,"","",2023-08-19T22:56:02.814+05:30
3892,114,35,16,16,11,1:16.755,"","",2023-08-19T22:56:02.814+05:30
3893,114,21,17,11,12,1:16.967,"","",2023-08-19T22:56:02.814+05:30
3894,114,42,19,15,13,1:17.103,"","",2023-08-19T22:56:02.814+05:30
3895,114,2,15,9,14,1:17.176,"","",2023-08-19T22:56:02.814+05:30
3896,114,49,15,10,15,1:17.402,"","",2023-08-19T22:56:02.814+05:30
3897,114,52,17,12,16,1:17.452,"","",2023-08-19T22:56:02.814+05:30
3898,114,44,7,20,17,1:17.464,"","",2023-08-19T22:56:02.814+05:30
3899,114,50,18,19,18,1:18.706,"","",2023-08-19T22:56:02.814+05:30
3900,114,51,18,18,19,1:20.063,"","",2023-08-19T22:56:02.814+05:30
3901,115,23,3,4,1,1:15.529,\N,\N,2023-08-19T22:56:02.814+05:30
3902,115,31,3,3,2,1:15.923,\N,\N,2023-08-19T22:56:02.814+05:30
3903,115,30,6,1,3,1:16.047,\N,\N,2023-08-19T22:56:02.814+05:30
3904,115,4,4,8,4,1:16.048,\N,\N,2023-08-19T22:56:02.814+05:30
3905,115,22,6,2,5,1:16.143,\N,\N,2023-08-19T22:56:02.814+05:30
3906,115,17,19,14,6,1:16.182,\N,\N,2023-08-19T22:56:02.814+05:30
3907,115,44,7,20,7,1:16.598,\N,\N,2023-08-19T22:56:02.814+05:30
3908,115,15,4,7,8,1:16.718,\N,\N,2023-08-19T22:56:02.814+05:30
3909,115,43,7,21,9,1:16.826,\N,\N,2023-08-19T22:56:02.814+05:30
3910,115,49,15,10,10,1:16.939,\N,\N,2023-08-19T22:56:02.814+05:30
3911,115,14,1,5,11,1:17.024,\N,\N,2023-08-19T22:56:02.814+05:30
3912,115,2,15,9,12,1:17.086,\N,\N,2023-08-19T22:56:02.814+05:30
3913,115,42,19,15,13,1:17.337,\N,\N,2023-08-19T22:56:02.814+05:30
3914,115,35,16,16,14,1:17.347,\N,\N,2023-08-19T22:56:02.814+05:30
3915,115,50,18,19,15,1:18.014,\N,\N,2023-08-19T22:56:02.814+05:30
3916,115,21,17,11,16,1:18.036,\N,\N,2023-08-19T22:56:02.814+05:30
3917,115,18,16,17,17,1:18.205,\N,\N,2023-08-19T22:56:02.814+05:30
3918,115,51,18,18,18,1:18.560,\N,\N,2023-08-19T22:56:02.814+05:30
3919,115,52,17,12,19,1:18.692,\N,\N,2023-08-19T22:56:02.814+05:30
3920,115,8,1,6,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
3921,116,8,1,6,1,1:31.523,\N,\N,2023-08-19T22:56:02.814+05:30
3922,116,30,6,1,2,1:31.555,\N,\N,2023-08-19T22:56:02.814+05:30
3923,116,23,3,4,3,1:31.619,\N,\N,2023-08-19T22:56:02.814+05:30
3924,116,31,3,3,4,1:31.765,\N,\N,2023-08-19T22:56:02.814+05:30
3925,116,22,6,2,5,1:31.780,\N,\N,2023-08-19T22:56:02.814+05:30
3926,116,15,4,7,6,1:31.976,\N,\N,2023-08-19T22:56:02.814+05:30
3927,116,44,7,20,7,1:32.350,\N,\N,2023-08-19T22:56:02.814+05:30
3928,116,4,4,8,8,1:32.424,\N,\N,2023-08-19T22:56:02.814+05:30
3929,116,14,1,5,9,1:32.742,\N,\N,2023-08-19T22:56:02.814+05:30
3930,116,43,7,21,10,1:32.949,\N,\N,2023-08-19T22:56:02.814+05:30
3931,116,17,19,14,11,1:33.066,\N,\N,2023-08-19T22:56:02.814+05:30
3932,116,18,16,17,12,1:33.395,\N,\N,2023-08-19T22:56:02.814+05:30
3933,116,21,17,11,13,1:33.553,\N,\N,2023-08-19T22:56:02.814+05:30
3934,116,52,17,12,14,1:33.827,\N,\N,2023-08-19T22:56:02.814+05:30
3935,116,49,15,10,15,1:34.000,\N,\N,2023-08-19T22:56:02.814+05:30
3936,116,42,19,15,16,1:34.159,\N,\N,2023-08-19T22:56:02.814+05:30
3937,116,35,16,16,17,1:34.596,\N,\N,2023-08-19T22:56:02.814+05:30
3938,116,50,18,19,18,1:36.318,\N,\N,2023-08-19T22:56:02.814+05:30
3939,116,51,18,18,19,1:36.485,\N,\N,2023-08-19T22:56:02.814+05:30
3940,116,2,15,9,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
3941,117,23,3,4,1,1:15.019,\N,\N,2023-08-19T22:56:02.814+05:30
3942,117,31,3,3,2,1:15.136,\N,\N,2023-08-19T22:56:02.814+05:30
3943,117,30,6,1,3,1:15.480,\N,\N,2023-08-19T22:56:02.814+05:30
3944,117,8,1,6,4,1:15.533,\N,\N,2023-08-19T22:56:02.814+05:30
3945,117,14,1,5,5,1:15.628,\N,\N,2023-08-19T22:56:02.814+05:30
3946,117,15,4,7,6,1:15.967,\N,\N,2023-08-19T22:56:02.814+05:30
3947,117,4,4,8,7,1:16.087,\N,\N,2023-08-19T22:56:02.814+05:30
3948,117,22,6,2,8,1:16.166,\N,\N,2023-08-19T22:56:02.814+05:30
3949,117,17,19,14,9,1:16.308,\N,\N,2023-08-19T22:56:02.814+05:30
3950,117,44,7,20,10,1:16.345,\N,\N,2023-08-19T22:56:02.814+05:30
3951,117,42,19,15,11,1:16.965,\N,\N,2023-08-19T22:56:02.814+05:30
3952,117,35,16,16,12,1:16.990,\N,\N,2023-08-19T22:56:02.814+05:30
3953,117,43,7,21,13,1:17.068,\N,\N,2023-08-19T22:56:02.814+05:30
3954,117,18,16,17,14,1:17.077,\N,\N,2023-08-19T22:56:02.814+05:30
3955,117,2,15,9,15,1:17.445,\N,\N,2023-08-19T22:56:02.814+05:30
3956,117,49,15,10,16,1:17.562,\N,\N,2023-08-19T22:56:02.814+05:30
3957,117,21,17,11,17,1:18.431,\N,\N,2023-08-19T22:56:02.814+05:30
3958,117,52,17,12,18,1:18.514,\N,\N,2023-08-19T22:56:02.814+05:30
3959,117,50,18,19,19,1:18.709,\N,\N,2023-08-19T22:56:02.814+05:30
3960,117,51,18,18,20,1:19.619,\N,\N,2023-08-19T22:56:02.814+05:30
3961,118,22,6,2,1,1:21.209,\N,\N,2023-08-19T22:56:02.814+05:30
3962,118,15,4,7,2,1:21.381,\N,\N,2023-08-19T22:56:02.814+05:30
3963,118,8,1,6,3,1:21.695,\N,\N,2023-08-19T22:56:02.814+05:30
3964,118,23,3,4,4,1:21.727,\N,\N,2023-08-19T22:56:02.814+05:30
3965,118,30,6,1,5,1:21.867,\N,\N,2023-08-19T22:56:02.814+05:30
3966,118,43,7,21,6,1:22.081,\N,\N,2023-08-19T22:56:02.814+05:30
3967,118,31,3,3,7,1:22.214,\N,\N,2023-08-19T22:56:02.814+05:30
3968,118,4,4,8,8,1:22.404,\N,\N,2023-08-19T22:56:02.814+05:30
3969,118,35,16,16,9,1:22.591,\N,\N,2023-08-19T22:56:02.814+05:30
3970,118,42,19,15,10,1:22.634,\N,\N,2023-08-19T22:56:02.814+05:30
3971,118,17,19,14,11,1:22.647,\N,\N,2023-08-19T22:56:02.814+05:30
3972,118,14,1,5,12,1:22.811,\N,\N,2023-08-19T22:56:02.814+05:30
3973,118,44,7,20,13,1:23.042,\N,\N,2023-08-19T22:56:02.814+05:30
3974,118,49,15,10,14,1:23.187,\N,\N,2023-08-19T22:56:02.814+05:30
3975,118,21,17,11,15,1:23.574,\N,\N,2023-08-19T22:56:02.814+05:30
3976,118,2,15,9,16,1:23.844,\N,\N,2023-08-19T22:56:02.814+05:30
3977,118,52,17,12,17,1:24.385,\N,\N,2023-08-19T22:56:02.814+05:30
3978,118,51,18,18,18,1:25.468,\N,\N,2023-08-19T22:56:02.814+05:30
3979,118,50,18,19,19,1:25.759,\N,\N,2023-08-19T22:56:02.814+05:30
3980,118,18,16,17,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
3981,119,31,3,3,1,1:15.167,\N,\N,2023-08-19T22:56:02.814+05:30
3982,119,23,3,4,2,1:15.185,\N,\N,2023-08-19T22:56:02.814+05:30
3983,119,22,6,2,3,1:15.488,\N,\N,2023-08-19T22:56:02.814+05:30
3984,119,15,4,7,4,1:15.679,\N,\N,2023-08-19T22:56:02.814+05:30
3985,119,8,1,6,5,1:15.874,\N,\N,2023-08-19T22:56:02.814+05:30
3986,119,30,6,1,6,1:15.898,\N,\N,2023-08-19T22:56:02.814+05:30
3987,119,44,7,20,7,1:16.034,\N,\N,2023-08-19T22:56:02.814+05:30
3988,119,4,4,8,8,1:16.483,\N,\N,2023-08-19T22:56:02.814+05:30
3989,119,43,7,21,9,1:16.550,\N,\N,2023-08-19T22:56:02.814+05:30
3990,119,14,1,5,10,1:16.666,\N,\N,2023-08-19T22:56:02.814+05:30
3991,119,17,19,14,11,1:16.775,\N,\N,2023-08-19T22:56:02.814+05:30
3992,119,21,17,11,12,1:16.831,\N,\N,2023-08-19T22:56:02.814+05:30
3993,119,35,16,16,13,1:17.090,\N,\N,2023-08-19T22:56:02.814+05:30
3994,119,49,15,10,14,1:17.169,\N,\N,2023-08-19T22:56:02.814+05:30
3995,119,2,15,9,15,1:17.557,\N,\N,2023-08-19T22:56:02.814+05:30
3996,119,51,19,15,16,1:18.021,\N,\N,2023-08-19T22:56:02.814+05:30
3997,119,18,16,17,17,1:18.085,\N,\N,2023-08-19T22:56:02.814+05:30
3998,119,52,17,12,18,1:18.341,\N,\N,2023-08-19T22:56:02.814+05:30
3999,119,50,18,19,19,1:19.023,\N,\N,2023-08-19T22:56:02.814+05:30
4000,119,53,18,18,20,1:19.174,\N,\N,2023-08-19T22:56:02.814+05:30
4001,120,4,4,8,1,1:21.688,\N,\N,2023-08-19T22:56:02.814+05:30
4002,120,23,3,4,2,1:21.944,\N,\N,2023-08-19T22:56:02.814+05:30
4003,120,17,19,14,3,1:22.027,\N,\N,2023-08-19T22:56:02.814+05:30
4004,120,31,3,3,4,1:22.180,\N,\N,2023-08-19T22:56:02.814+05:30
4005,120,22,6,2,5,1:22.180,\N,\N,2023-08-19T22:56:02.814+05:30
4006,120,15,4,7,6,1:22.610,\N,\N,2023-08-19T22:56:02.814+05:30
4007,120,8,1,6,7,1:22.742,\N,\N,2023-08-19T22:56:02.814+05:30
4008,120,30,6,1,8,1:22.755,\N,\N,2023-08-19T22:56:02.814+05:30
4009,120,14,1,5,9,1:23.060,\N,\N,2023-08-19T22:56:02.814+05:30
4010,120,44,7,20,10,1:23.369,\N,\N,2023-08-19T22:56:02.814+05:30
4011,120,2,15,9,11,1:23.621,\N,\N,2023-08-19T22:56:02.814+05:30
4012,120,51,19,15,12,1:23.660,\N,\N,2023-08-19T22:56:02.814+05:30
4013,120,21,17,11,13,1:23.726,\N,\N,2023-08-19T22:56:02.814+05:30
4014,120,18,16,17,14,1:23.847,\N,\N,2023-08-19T22:56:02.814+05:30
4015,120,43,7,21,15,1:23.982,\N,\N,2023-08-19T22:56:02.814+05:30
4016,120,35,16,16,16,1:24.100,\N,\N,2023-08-19T22:56:02.814+05:30
4017,120,49,15,10,17,1:24.569,\N,\N,2023-08-19T22:56:02.814+05:30
4018,120,50,18,19,18,1:26.423,\N,\N,2023-08-19T22:56:02.814+05:30
4019,120,47,17,12,19,1:26.678,\N,\N,2023-08-19T22:56:02.814+05:30
4020,120,53,18,18,20,1:28.907,\N,\N,2023-08-19T22:56:02.814+05:30
4021,121,30,6,1,1,1:20.963,\N,\N,2023-08-19T22:56:02.814+05:30
4022,121,31,3,3,2,1:21.014,\N,\N,2023-08-19T22:56:02.814+05:30
4023,121,22,6,2,3,1:21.242,\N,\N,2023-08-19T22:56:02.814+05:30
4024,121,8,1,6,4,1:21.466,\N,\N,2023-08-19T22:56:02.814+05:30
4025,121,48,3,4,5,1:21.834,\N,\N,2023-08-19T22:56:02.814+05:30
4026,121,15,4,7,6,1:21.944,\N,\N,2023-08-19T22:56:02.814+05:30
4027,121,18,16,17,7,1:22.301,\N,\N,2023-08-19T22:56:02.814+05:30
4028,121,14,1,5,8,1:22.471,\N,\N,2023-08-19T22:56:02.814+05:30
4029,121,44,7,20,9,1:22.488,\N,\N,2023-08-19T22:56:02.814+05:30
4030,121,35,16,16,10,1:22.717,\N,\N,2023-08-19T22:56:02.814+05:30
4031,121,17,19,14,11,1:22.754,\N,\N,2023-08-19T22:56:02.814+05:30
4032,121,43,7,21,12,1:22.914,\N,\N,2023-08-19T22:56:02.814+05:30
4033,121,21,17,11,13,1:22.992,\N,\N,2023-08-19T22:56:02.814+05:30
4034,121,49,15,10,14,1:23.216,\N,\N,2023-08-19T22:56:02.814+05:30
4035,121,51,19,15,15,1:23.484,\N,\N,2023-08-19T22:56:02.814+05:30
4036,121,2,15,9,16,1:23.803,\N,\N,2023-08-19T22:56:02.814+05:30
4037,121,50,18,19,17,1:25.078,\N,\N,2023-08-19T22:56:02.814+05:30
4038,121,47,17,12,18,1:25.881,\N,\N,2023-08-19T22:56:02.814+05:30
4039,121,53,18,18,19,1:26.778,\N,\N,2023-08-19T22:56:02.814+05:30
4040,121,4,4,8,20,1:40.405,\N,\N,2023-08-19T22:56:02.814+05:30
4041,122,8,1,6,1,1:11.670,\N,\N,2023-08-19T22:56:02.814+05:30
4042,122,22,6,2,2,1:11.794,\N,\N,2023-08-19T22:56:02.814+05:30
4043,122,44,7,20,3,1:11.920,\N,\N,2023-08-19T22:56:02.814+05:30
4044,122,31,3,3,4,1:11.948,\N,\N,2023-08-19T22:56:02.814+05:30
4045,122,23,3,4,5,1:12.078,\N,\N,2023-08-19T22:56:02.814+05:30
4046,122,4,4,8,6,1:12.087,\N,\N,2023-08-19T22:56:02.814+05:30
4047,122,30,6,1,7,1:12.194,\N,\N,2023-08-19T22:56:02.814+05:30
4048,122,14,1,5,8,1:12.297,\N,\N,2023-08-19T22:56:02.814+05:30
4049,122,43,7,21,9,1:12.326,\N,\N,2023-08-19T22:56:02.814+05:30
4050,122,15,4,7,10,1:12.566,\N,\N,2023-08-19T22:56:02.814+05:30
4051,122,18,16,17,11,1:12.695,\N,\N,2023-08-19T22:56:02.814+05:30
4052,122,35,16,16,12,1:13.050,\N,\N,2023-08-19T22:56:02.814+05:30
4053,122,2,15,9,13,1:13.083,\N,\N,2023-08-19T22:56:02.814+05:30
4054,122,17,19,14,14,1:13.269,\N,\N,2023-08-19T22:56:02.814+05:30
4055,122,49,15,10,15,1:13.447,\N,\N,2023-08-19T22:56:02.814+05:30
4056,122,51,19,15,16,1:13.585,\N,\N,2023-08-19T22:56:02.814+05:30
4057,122,21,17,11,17,1:13.798,\N,\N,2023-08-19T22:56:02.814+05:30
4058,122,52,17,12,18,1:14.027,\N,\N,2023-08-19T22:56:02.814+05:30
4059,122,50,18,19,19,1:15.360,\N,\N,2023-08-19T22:56:02.814+05:30
4060,122,53,18,18,20,1:15.644,\N,\N,2023-08-19T22:56:02.814+05:30
4061,123,22,6,2,1,1:31.713,\N,\N,2023-08-19T22:56:02.814+05:30
4062,123,31,3,3,2,1:32.412,\N,\N,2023-08-19T22:56:02.814+05:30
4063,123,43,7,21,3,1:32.419,\N,\N,2023-08-19T22:56:02.814+05:30
4064,123,44,7,20,4,1:32.862,\N,\N,2023-08-19T22:56:02.814+05:30
4065,123,4,4,8,5,1:33.044,\N,\N,2023-08-19T22:56:02.814+05:30
4066,123,17,19,14,6,1:33.106,\N,\N,2023-08-19T22:56:02.814+05:30
4067,123,14,1,5,7,1:33.137,\N,\N,2023-08-19T22:56:02.814+05:30
4068,123,8,1,6,8,1:33.272,\N,\N,2023-08-19T22:56:02.814+05:30
4069,123,18,16,17,9,1:33.474,\N,\N,2023-08-19T22:56:02.814+05:30
4070,123,51,19,15,10,1:33.558,\N,\N,2023-08-19T22:56:02.814+05:30
4071,123,2,15,9,11,1:33.632,\N,\N,2023-08-19T22:56:02.814+05:30
4072,123,49,15,10,12,1:33.896,\N,\N,2023-08-19T22:56:02.814+05:30
4073,123,11,16,16,13,1:33.924,\N,\N,2023-08-19T22:56:02.814+05:30
4074,123,30,6,1,14,1:34.302,\N,\N,2023-08-19T22:56:02.814+05:30
4075,123,52,17,12,15,1:34.771,\N,\N,2023-08-19T22:56:02.814+05:30
4076,123,21,17,11,16,1:34.912,\N,\N,2023-08-19T22:56:02.814+05:30
4077,123,50,18,19,17,1:34.975,\N,\N,2023-08-19T22:56:02.814+05:30
4078,123,53,18,18,18,1:37.226,\N,\N,2023-08-19T22:56:02.814+05:30
4079,123,23,3,4,19,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4080,123,15,4,7,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4081,90,30,6,1,1,1:24.408,\N,\N,2023-08-19T22:56:02.814+05:30
4082,90,22,6,2,2,1:24.482,\N,\N,2023-08-19T22:56:02.814+05:30
4083,90,31,3,3,3,1:24.998,\N,\N,2023-08-19T22:56:02.814+05:30
4084,90,18,16,9,4,1:24.998,\N,\N,2023-08-19T22:56:02.814+05:30
4085,90,4,4,8,5,1:25.699,\N,\N,2023-08-19T22:56:02.814+05:30
4086,90,17,19,14,6,1:25.805,\N,\N,2023-08-19T22:56:02.814+05:30
4087,90,11,16,10,7,1:25.851,\N,\N,2023-08-19T22:56:02.814+05:30
4088,90,23,3,4,8,1:25.925,\N,\N,2023-08-19T22:56:02.814+05:30
4089,90,15,4,7,9,1:26.290,\N,\N,2023-08-19T22:56:02.814+05:30
4090,90,8,1,6,10,1:26.297,\N,\N,2023-08-19T22:56:02.814+05:30
4091,90,13,15,12,11,1:27.065,\N,\N,2023-08-19T22:56:02.814+05:30
4092,90,14,1,5,12,1:27.294,\N,\N,2023-08-19T22:56:02.814+05:30
4093,90,43,7,16,13,1:27.823,\N,\N,2023-08-19T22:56:02.814+05:30
4094,90,21,15,11,14,1:27.845,\N,\N,2023-08-19T22:56:02.814+05:30
4095,90,2,17,18,15,1:28.178,\N,\N,2023-08-19T22:56:02.814+05:30
4096,90,45,17,19,16,1:30.140,\N,\N,2023-08-19T22:56:02.814+05:30
4097,90,47,18,21,17,1:30.681,\N,\N,2023-08-19T22:56:02.814+05:30
4098,90,44,7,17,18,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4099,90,32,19,15,19,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4100,90,46,18,20,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4101,91,30,6,1,1,1:33.074,\N,\N,2023-08-19T22:56:02.814+05:30
4102,91,17,19,14,2,1:33.715,\N,\N,2023-08-19T22:56:02.814+05:30
4103,91,22,6,2,3,1:33.756,\N,\N,2023-08-19T22:56:02.814+05:30
4104,91,31,3,3,4,1:34.054,\N,\N,2023-08-19T22:56:02.814+05:30
4105,91,8,1,6,5,1:34.164,\N,\N,2023-08-19T22:56:02.814+05:30
4106,91,18,16,9,6,1:34.221,\N,\N,2023-08-19T22:56:02.814+05:30
4107,91,23,3,4,7,1:34.235,\N,\N,2023-08-19T22:56:02.814+05:30
4108,91,15,4,7,8,1:34.413,\N,\N,2023-08-19T22:56:02.814+05:30
4109,91,14,1,5,9,1:34.602,\N,\N,2023-08-19T22:56:02.814+05:30
4110,91,43,7,16,10,1:34.917,\N,\N,2023-08-19T22:56:02.814+05:30
4111,91,13,15,12,11,1:35.039,\N,\N,2023-08-19T22:56:02.814+05:30
4112,91,21,15,11,12,1:35.061,\N,\N,2023-08-19T22:56:02.814+05:30
4113,91,32,19,15,13,1:35.158,\N,\N,2023-08-19T22:56:02.814+05:30
4114,91,44,7,17,14,1:35.617,\N,\N,2023-08-19T22:56:02.814+05:30
4115,91,2,17,18,15,1:36.569,\N,\N,2023-08-19T22:56:02.814+05:30
4116,91,46,18,20,16,1:38.577,\N,\N,2023-08-19T22:56:02.814+05:30
4117,91,47,18,21,17,1:39.272,\N,\N,2023-08-19T22:56:02.814+05:30
4118,91,45,17,19,18,1:39.902,\N,\N,2023-08-19T22:56:02.814+05:30
4119,91,4,4,8,19,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4120,91,11,16,10,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4121,92,30,6,1,1,1:30.139,\N,\N,2023-08-19T22:56:02.814+05:30
4122,92,22,6,2,2,1:30.530,\N,\N,2023-08-19T22:56:02.814+05:30
4123,92,31,3,3,3,1:30.581,\N,\N,2023-08-19T22:56:02.814+05:30
4124,92,23,3,4,4,1:30.633,\N,\N,2023-08-19T22:56:02.814+05:30
4125,92,11,16,10,5,1:30.827,\N,\N,2023-08-19T22:56:02.814+05:30
4126,92,18,16,9,6,1:30.856,\N,\N,2023-08-19T22:56:02.814+05:30
4127,92,15,4,7,7,1:30.971,\N,\N,2023-08-19T22:56:02.814+05:30
4128,92,44,7,17,8,1:31.686,\N,\N,2023-08-19T22:56:02.814+05:30
4129,92,43,7,16,9,1:31.717,\N,\N,2023-08-19T22:56:02.814+05:30
4130,92,14,1,5,10,1:31.719,\N,\N,2023-08-19T22:56:02.814+05:30
4131,92,21,15,11,11,1:31.731,\N,\N,2023-08-19T22:56:02.814+05:30
4132,92,32,19,15,12,1:32.332,\N,\N,2023-08-19T22:56:02.814+05:30
4133,92,13,15,12,13,1:32.536,\N,\N,2023-08-19T22:56:02.814+05:30
4134,92,17,19,14,14,1:32.625,\N,\N,2023-08-19T22:56:02.814+05:30
4135,92,2,17,18,15,1:33.506,\N,\N,2023-08-19T22:56:02.814+05:30
4136,92,45,17,19,16,1:34.105,\N,\N,2023-08-19T22:56:02.814+05:30
4137,92,4,4,8,17,1:34.130,\N,\N,2023-08-19T22:56:02.814+05:30
4138,92,46,18,20,18,1:34.584,\N,\N,2023-08-19T22:56:02.814+05:30
4139,92,47,18,21,19,1:35.787,\N,\N,2023-08-19T22:56:02.814+05:30
4140,92,8,1,6,20,\N,\N,\N,2023-08-19T22:56:02.814+05:30
4141,93,18,16,9,1,1:19.753,\N,\N,2023-08-19T22:56:02.814+05:30
4142,93,30,6,1,2,1:20.011,\N,\N,2023-08-19T22:56:02.814+05:30
4143,93,31,3,3,3,1:20.212,\N,\N,2023-08-19T22:56:02.814+05:30
4144,93,22,6,2,4,1:20.451,\N,\N,2023-08-19T22:56:02.814+05:30
4145,93,23,3,4,5,1:20.538,\N,\N,2023-08-19T22:56:02.814+05:30
4146,93,4,4,8,6,1:20.895,\N,\N,2023-08-19T22:56:02.814+05:30
4147,93,11,16,10,7,1:20.913,\N,\N,2023-08-19T22:56:02.814+05:30
4148,93,17,19,14,8,1:20.921,\N,\N,2023-08-19T22:56:02.814+05:30
4149,93,15,4,7,9,1:21.034,\N,\N,2023-08-19T22:56:02.814+05:30
4150,93,43,7,16,10,1:21.087,\N,\N,2023-08-19T22:56:02.814+05:30
4151,93,14,1,5,11,1:21.091,\N,\N,2023-08-19T22:56:02.814+05:30
