result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,race_time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,race_year,race_name,race_date,circuit_location,driver_ref,driver_number,code,driver_name,dob,driver_nationality,constructor_ref,team,nationality,ingestion_date,created_date
19829,824,626,128,2,7,14,14,14,0.0,71,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,manzon,"",\N,Robert Manzon,1917-04-12,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19828,824,688,87,36,20,13,13,13,0.0,73,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,brandon,"",\N,Eric Brandon,1920-07-18,British,cooper,Cooper,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19827,824,742,125,30,19,12,12,12,0.0,74,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,poore,"",\N,Dennis Poore,1916-08-19,British,connaught,Connaught,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19826,824,748,105,50,23,11,11,11,0.0,75,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,cantoni,"",\N,Eitel Cantoni,1906-10-04,Uruguayan,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19825,824,627,6,62,17,10,10,10,0.0,75,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,rosier,"",\N,Louis Rosier,1905-11-05,French,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19824,824,663,87,40,15,9,9,9,0.0,76,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,wharton,"",\N,Ken Wharton,1916-03-21,British,cooper,Cooper,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19823,824,622,105,48,18,8,8,8,0.0,76,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,landi,"",\N,Chico Landi,1907-07-14,Brazilian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19822,824,641,6,14,6,7,7,7,0.0,77,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,taruffi,"",\N,Piero Taruffi,1906-10-12,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19821,824,609,6,8,8,6,6,6,0.0,79,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,simon,"",\N,André Simon,1920-01-05,French,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19820,824,697,105,22,13,5,5,5,2.0,79,\N,"","","",\N,"",1952,Italian Grand Prix,"",Monza,bonetto,"",\N,Felice Bonetto,1903-06-09,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19819,824,642,6,10,3,4,4,4,3.0,80,+2:11.4,10377000,"","",\N,"",1952,Italian Grand Prix,"",Monza,farina,"",\N,Nino Farina,1906-10-30,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19818,824,633,6,16,2,3,3,3,4.0,80,+2:04.2,10369800,"","",\N,"",1952,Italian Grand Prix,"",Monza,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19817,824,498,105,26,5,2,2,2,6.5,80,+1:01.8,10307400,"","",\N,"",1952,Italian Grand Prix,"",Monza,gonzalez,"",\N,José Froilán González,1922-10-05,Argentine,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19816,824,647,6,12,1,1,1,1,8.5,80,2:50:45.6,10245600,"","",\N,"",1952,Italian Grand Prix,"",Monza,ascari,"",\N,Alberto Ascari,1918-07-13,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20257,792,633,132,36,12,"",R,12,0.0,35,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20256,792,496,105,26,20,"",R,9,0.0,54,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,menditeguy,"",\N,Carlos Menditeguy,1914-08-10,Argentine,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20255,792,501,105,26,20,"",R,9,0.0,54,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,schell,"",\N,Harry Schell,1921-06-29,American,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20254,792,577,105,20,19,"",R,8,0.0,54,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,musso,"",\N,Luigi Musso,1924-07-28,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20253,792,554,105,20,19,"",R,8,0.0,54,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20252,792,501,105,22,18,7,7,7,0.0,83,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,schell,"",\N,Harry Schell,1921-06-29,American,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20251,792,644,105,22,18,7,7,7,0.0,83,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,mantovani,"",\N,Sergio Mantovani,1929-05-22,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20250,792,554,105,28,7,6,6,6,0.0,88,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20249,792,475,131,8,10,4,4,4,1.0,94,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,moss,"",\N,Stirling Moss,1929-09-17,British,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20248,792,648,131,8,10,4,4,4,1.0,94,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,kling,"",\N,Karl Kling,1910-09-16,German,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20247,792,620,6,10,5,3,3,3,1.33,94,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,maglioli,"",\N,Umberto Maglioli,1928-06-05,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20246,792,427,6,10,5,3,3,3,1.33,94,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20245,792,427,6,12,1,2,2,2,2.0,96,+1:29.6,10928200,"","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20244,792,642,6,12,1,2,2,2,2.0,96,+1:29.6,10928200,"","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,farina,"",\N,Nino Farina,1906-10-30,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19077,792,496,105,24,13,"",R,21,0.0,1,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,menditeguy,"",\N,Carlos Menditeguy,1914-08-10,Argentine,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19076,792,649,128,40,9,"",R,20,0.0,1,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,birger,"",\N,Pablo Birger,1924-01-07,Argentine,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19075,792,633,132,34,11,"",R,19,0.0,2,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19074,792,648,131,4,6,"",R,18,0.0,2,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,kling,"",\N,Karl Kling,1910-09-16,German,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19073,792,554,105,16,4,"",R,17,0.0,2,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19072,792,625,128,38,15,"",R,16,0.0,7,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,bayol,"",\N,Élie Bayol,1914-02-28,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19071,792,647,132,32,2,"",R,15,0.0,21,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,ascari,"",\N,Alberto Ascari,1918-07-13,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19070,792,623,105,30,21,"",R,14,0.0,22,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,uria,"",\N,Alberto Uria,1924-07-11,Uruguayan,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19069,792,475,131,6,8,"",R,13,0.0,29,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,moss,"",\N,Stirling Moss,1929-09-17,British,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19068,792,608,132,36,12,"",R,12,0.0,35,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,castellotti,"",\N,Eugenio Castellotti,1930-10-10,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19067,792,427,6,14,14,"",R,11,0.0,36,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19066,792,646,128,42,17,"",R,10,0.0,38,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,iglesias,"",\N,Jesús Iglesias,1922-02-22,Argentine,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19065,792,645,105,26,20,"",R,9,0.0,54,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,bucci,"",\N,Clemar Bucci,1920-09-04,Argentine,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19064,792,644,105,20,19,"",R,8,0.0,54,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,mantovani,"",\N,Sergio Mantovani,1929-05-22,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19063,792,577,105,22,18,7,7,7,0.0,83,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,musso,"",\N,Luigi Musso,1924-07-28,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19062,792,501,105,28,7,6,6,6,0.0,88,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,schell,"",\N,Harry Schell,1921-06-29,American,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19061,792,643,105,18,16,5,5,5,2.0,91,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,mieres,"",\N,Roberto Mieres,1924-12-03,Argentine,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19060,792,478,131,8,10,4,4,4,1.0,94,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,herrmann,"",\N,Hans Herrmann,1928-02-23,German,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19059,792,642,6,10,5,3,3,3,1.33,94,\N,"","","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,farina,"",\N,Nino Farina,1906-10-30,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19058,792,498,6,12,1,2,2,2,2.0,96,+1:29.6,10928200,"","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,gonzalez,"",\N,José Froilán González,1922-10-05,Argentine,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19057,792,579,131,2,3,1,1,1,9.0,96,3:00:38.6,10838600,"","",\N,"",1955,Argentine Grand Prix,"",Buenos Aires,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20260,793,554,105,40,11,"",R,10,0.0,86,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20259,793,632,6,48,15,8,8,8,0.0,86,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,frere,"",\N,Paul Frère,1917-01-30,Belgian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20258,793,607,105,34,5,3,3,3,2.0,99,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,perdisa,"",\N,Cesare Perdisa,1932-10-21,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19100,793,478,131,4,0,"",F,23,0.0,0,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,herrmann,"",\N,Hans Herrmann,1928-02-23,German,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19099,793,652,133,24,0,"",F,22,0.0,0,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,whiteaway,"",\N,Ted Whiteaway,1928-11-01,British,hwm,HWM,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19098,793,651,105,22,0,"",F,21,0.0,0,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,macklin,"",\N,Lance Macklin,1919-09-02,British,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19097,793,577,105,38,8,"",R,20,0.0,7,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,musso,"",\N,Luigi Musso,1924-07-28,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19096,793,627,105,14,17,"",R,19,0.0,8,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,rosier,"",\N,Louis Rosier,1905-11-05,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19095,793,578,118,18,12,"",R,18,0.0,22,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,hawthorn,"",\N,Mike Hawthorn,1929-04-10,British,vanwall,Vanwall,British,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19094,793,609,131,4,10,"",R,17,0.0,24,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,simon,"",\N,André Simon,1920-01-05,French,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19093,793,626,128,8,13,"",R,16,0.0,38,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,manzon,"",\N,Robert Manzon,1917-04-12,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19092,793,579,131,2,1,"",R,15,1.0,49,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,fangio,"",\N,Juan Fangio,1911-06-24,Argentine,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19091,793,625,128,12,16,"",R,14,0.0,63,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,bayol,"",\N,Élie Bayol,1914-02-28,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19090,793,643,105,36,6,"",R,13,0.0,64,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,mieres,"",\N,Roberto Mieres,1924-12-03,Argentine,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19089,793,501,6,46,18,"",R,12,0.0,68,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,schell,"",\N,Harry Schell,1921-06-29,American,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19088,793,647,132,26,2,"",R,11,0.0,80,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,ascari,"",\N,Alberto Ascari,1918-07-13,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19087,793,607,105,40,11,"",R,10,0.0,86,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,perdisa,"",\N,Cesare Perdisa,1932-10-21,Italian,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19086,793,475,131,16,3,9,9,9,0.0,81,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,moss,"",\N,Stirling Moss,1929-09-17,British,mercedes,Mercedes,German,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19085,793,641,6,48,15,8,8,8,0.0,86,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,taruffi,"",\N,Piero Taruffi,1906-10-12,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19084,793,650,128,10,20,7,7,7,0.0,91,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,pollet,"",\N,Jacques Pollet,1922-07-02,French,gordini,Gordini,French,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19083,793,589,132,32,19,6,6,6,0.0,95,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,chiron,"",\N,Louis Chiron,1899-08-03,Monegasque,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19082,793,633,132,28,7,5,5,5,2.0,99,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,villoresi,"",\N,Luigi Villoresi,1909-05-16,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19081,793,642,6,42,14,4,4,4,3.0,99,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,farina,"",\N,Nino Farina,1906-10-30,Italian,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19080,793,554,105,34,5,3,3,3,2.0,99,\N,"","","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,behra,"",\N,Jean Behra,1921-02-16,French,maserati,Maserati,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19079,793,608,132,30,4,2,2,2,6.0,100,+20.2,10710000,"","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,castellotti,"",\N,Eugenio Castellotti,1930-10-10,Italian,lancia,Lancia,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19078,793,427,6,44,9,1,1,1,8.0,100,2:58:09.8,10689800,"","",\N,"",1955,Monaco Grand Prix,"",Monte-Carlo,trintignant,"",\N,Maurice Trintignant,1917-10-30,French,ferrari,Ferrari,Italian,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20262,794,519,113,77,7,5,5,5,1.0,200,+5:17.17,14356700,"","",\N,"",1955,Indianapolis 500,"",Indianapolis,homeier,"",\N,Bill Homeier,1918-08-31,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
20261,794,555,113,10,2,2,2,2,3.0,200,+2:43.56,14203090,"","",\N,"",1955,Indianapolis 500,"",Indianapolis,paul_russo,"",\N,Paul Russo,1914-04-10,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19133,794,592,136,5,15,"",R,33,0.0,10,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,reece,"",\N,Jimmy Reece,1929-11-17,American,pankratz,Pankratz,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19132,794,615,113,14,4,"",R,32,0.0,39,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,agabashian,"",\N,Fred Agabashian,1913-08-21,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19131,794,659,129,23,1,"",R,31,0.0,40,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,hoyt,"",\N,Jerry Hoyt,1929-01-29,American,stevens,Stevens,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19130,794,596,113,68,29,"",R,30,0.0,53,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,elisian,"",\N,Ed Elisian,1926-12-09,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19129,794,533,113,39,26,"",R,29,0.0,53,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,boyd,"",\N,Johnny Boyd,1926-08-19,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19128,794,449,114,27,30,"",R,28,0.0,53,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,ward,"",\N,Rodger Ward,1921-01-10,American,kuzma,Kuzma,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19127,794,558,113,42,22,"",R,27,0.0,54,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,keller,"",\N,Al Keller,1920-04-11,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19126,794,658,113,3,3,"",R,26,0.0,54,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,mcgrath,"",\N,Jack McGrath,1919-10-08,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19125,794,657,113,4,5,"",R,25,1.0,56,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,vukovich,"",\N,Bill Vukovich,1918-12-13,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19124,794,525,114,1,11,"",R,24,0.0,90,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,bryan,"",\N,Jimmy Bryan,1926-01-28,American,kuzma,Kuzma,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19123,794,561,113,49,23,"",R,23,0.0,111,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,ray_crawford,"",\N,Ray Crawford,1915-10-26,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19122,794,532,135,37,13,"",R,22,0.0,112,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,russo,"",\N,Eddie Russo,1925-11-19,American,pawl,Pawl,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19121,794,593,113,16,27,"",R,21,0.0,119,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,parsons,"",\N,Johnnie Parsons,1918-07-04,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19120,794,631,134,31,28,"",R,20,0.0,120,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,andrews,"",\N,Keith Andrews,1920-06-15,American,schroeder,Schroeder,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19119,794,611,113,8,6,"",R,19,0.0,134,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,hanks,"",\N,Sam Hanks,1914-07-13,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19118,794,523,111,81,31,"",R,18,0.0,142,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,templeman,"",\N,Shorty Templeman,1919-08-12,American,trevis,Trevis,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19117,794,656,113,99,24,"",R,17,0.0,168,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,cross,"",\N,Art Cross,1918-01-24,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19116,794,655,113,22,9,"",R,16,0.0,170,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,niday,"",\N,Cal Niday,1914-04-29,American,kurtis_kraft,Kurtis Kraft,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19115,794,528,109,12,21,"",R,15,0.0,178,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,freeland,"",\N,Don Freeland,1925-03-25,American,phillips,Phillips,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19114,794,509,108,33,20,14,14,14,0.0,191,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,rathmann,"",\N,Jim Rathmann,1928-07-16,American,epperly,Epperly,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
19113,794,513,111,83,32,13,13,13,0.0,196,\N,"","","",\N,"",1955,Indianapolis 500,"",Indianapolis,johnson,"",\N,Eddie Johnson,1919-02-10,American,trevis,Trevis,American,2023-08-19T22:44:35.780+05:30,2023-08-20T11:41:03.549+05:30
